username,handle,postDate,responding,retweets,likes
Zulfikar Arma x,@ArmaZulfikar,2023-09-08T14:23:13.000Z,"Replying to 
@SalamSantun_",1,
Saya Ya Saya,@klappykoe,2023-09-08T14:23:09.000Z,"Replying to 
@MinmonPS7
 and 
@sospolkw",,
Denden Ahmad Suhendar,@Uwa_Dena,2023-09-08T14:23:04.000Z,"Replying to 
@KompasTV",,
20DETIK,@20detik,2023-09-08T14:23:03.000Z,"PKB Janji BBM Gratis Jika Cak Imin Menang, Jubir Anies Buka Suara",,
Wanda Kumala,@Wandakumala01,2023-09-08T14:23:03.000Z,PBNU Bantah soal dukung Anies - Cak Imin,,
An1s Kastara,@Kastara48,2023-09-08T14:23:02.000Z,"Replying to 
@ahmadfaisal86
 @DadanKu23612342
 and 
@YanHarahap",,
Fijo,@JoharFifi,2023-09-08T14:22:55.000Z,"Replying to 
@jansen_jsp
 and 
@aniesbaswedan",,
bagus,@tubaguswardana_,2023-09-08T14:21:07.000Z,"MI. Sulaiman, eks tim 8: Jangan-jangan bagi pak Anies yang penting nyapres..
xrr

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:21:03.000Z,"Iftitah Sulaiman: Tidak pernah memaksakan AHY, tapi Anies yg meminta sejak awal..
zgm

PD Bongkar Fakta",,
mamang,@racin6_,2023-09-08T14:21:03.000Z,Uang jadi alasan Cak Imin merapat ke Koalisi Anies. #cakimin,,
bagus,@tubaguswardana_,2023-09-08T14:20:58.000Z,"“Jangan2 bagi pak Anies yang penting nyapres” - MI. Sulaiman..
llm

PD Bongkar Fakta",,
hendar,@hendar_djamain,2023-09-08T14:20:57.000Z,"@tifsembiring
  @mahyeldi_sp
 inyiak2 /angku2/mamak ambo kabatanyo, klu dibaco berita katonyo PKS alun tau gabuang jo koalisi mendukung anies, seandai nyo jd kalua, berarti nanti PKS jadi oposisi nyo Anies, sedangkan pandukuang Anies ko kan banyak simpatisan/ pamiliah PKS,",,
bagus,@tubaguswardana_,2023-09-08T14:20:06.000Z,"Jangan-Jangan Bagi Pak Anies Yang Penting Nyapres - Iftitah Sulaiman..
ljl

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:20:04.000Z,"Dua Tanda-tanda Anies Baswedan mulai berkhianat..
aj^

PD Bongkar Fakta
https://twitter.com/PrawiraUcup19/status/1700076795817808106/Video/1…",,
bagus,@tubaguswardana_,2023-09-08T14:20:02.000Z,"Anies Baswedan tidak konsisten dengan janji dan ucapannya..
v]w

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:20:00.000Z,"Fakta!!! Anies Baswedan tidak punya jiwa kepemimpinan..
txf

PD Bongkar Fakta
https://twitter.com/PrawiraUcup19/status/1700076241955778754/Video/1…",,
bagus,@tubaguswardana_,2023-09-08T14:19:58.000Z,"Fakta!!! Dua kubu menyebut Anies berkhianat..
a^n

PD Bongkar Fakta
https://twitter.com/PrawiraUcup19/status/1700075467892789370/Video/1…",,
bagus,@tubaguswardana_,2023-09-08T14:19:55.000Z,"Orang tuanya Anies Surya Paloh?..
y_k

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:19:14.000Z,"Ketum Nasdem menjadi orang tuanya Anies, terbukti, Anies manut dgn ""ortunya"".
vez

PD Bongkar Fakta",,
"Ardhi Gatra Anggoro, S.E., Ak.",@Ardhi_Gatra,2023-09-08T14:19:13.000Z,"Eks Tim 8: Anies tak pernah kontak AHY sebelum deklarasi Cak Imin.

PD Bongkar Fakta",,
Jiu Liong,@jiuliong30,2023-09-08T14:19:13.000Z,"Replying to 
@kumparan",,
bagus,@tubaguswardana_,2023-09-08T14:19:10.000Z,"Anies Baswedan tidak konsisten dengan ucapannya, bagaimana menjadi pemimpin nanti..
bir

PD Bongkar Fakta",,
Repelita Online,@RepelitaO,2023-09-08T14:19:09.000Z,Ternyata Cak Imin dan Anies Masih Ngarep ke PKS dan Tunggu Demokrat Gabung Lagi ke Koalisi,,
bagus,@tubaguswardana_,2023-09-08T14:19:02.000Z,"Fakta !!! Anies Tidak Punya Jiwa Kepemimpinan..
q^a

PD Bongkar Fakta",,1
bagus,@tubaguswardana_,2023-09-08T14:18:13.000Z,"Tim 8 perwakilan 
@PDemokrat
 patahkan omongan Anies Baswedan..
_ku

PD Bongkar Fakta",,
Chef Lunak Rorimpadey,@ArwahMiliter,2023-09-08T14:18:11.000Z,"NU juga ada yg Anies, ada yang Prabowo, Mau Cak Imin di kubu apapun, NU juga tetap milih Anies dan Cak Imin, meski Prabowo Cawapres Cak Imin pun bakal dipilih, kita lihat saja 2024 nanti",,
bagus,@tubaguswardana_,2023-09-08T14:18:06.000Z,"Yang disampaikan tim 8 ini merontokkan tudingan bahwa AHY maksa Cawapres. Demokrat bahkan fasilitasi Anies buat ketemu Bacawapres lain. Tapi orangnya tidak mau ketemu Anies..
rli

PD Bongkar Fakta",,
"Sancaka MMS, SMS, GPRS, LTE, HD",@an666e,2023-09-08T14:18:05.000Z,"Replying to 
@msaid_didu
 and 
@DedyNad_id",,
Demokrat Cilacap,@CilacapDemokrat,2023-09-08T14:17:59.000Z,"Tim 8 perwakilan dari 
@PDemokrat
 patahkan omongan Anies Baswedan.

PD Bongkar Fakta",,
Tjeloup ™,@Tjel0up,2023-09-08T14:17:57.000Z,"Pak 
@aniesbaswedan
 , bapak kan sbg akademisi, tentu paham soal IKN ini pny dasar kuat apa tidak, kl pak Anies berani menagatakan bahwa dasarnya ini tdk kuat,mudhorot nya lebih bnyk, ya katakan saja dgn tegas.

Tp kl sebaliknya, ya jawab juga dgn tegas.
Lha ini malah ngambang...",5,7
Ruang Pembaharu,@bukupembaharu,2023-09-08T14:17:34.000Z,"Batik Nasional 
@Muhammadiyah
 

Para tokoh ini terlihat pernah mengenakan batik Muhammadiyah, diantaranya: Ganjar Pranowo, Sudirman Said, Anies Baswedan dan Sandiaga Uno 

Ada lagi yang pakai Batik Muhammadiyah?",1,15
bagus,@tubaguswardana_,2023-09-08T14:17:34.000Z,"Orang Tuanya Anies Surya Paloh?..
ozp

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:17:32.000Z,"Anies Tidak Konsisten dengan Janji dan Ucapannya..
^zg

PD Bongkar Fakta",,
Tjeloup ™,@Tjel0up,2023-09-08T14:17:32.000Z,"Replying to 
@aniesbaswedan",,3
Demokrat Cilacap,@CilacapDemokrat,2023-09-08T14:17:31.000Z,"Orang Tuanya Anies Surya Paloh?.

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:17:29.000Z,"Dua Tanda-Tanda Anies Mulai Berkhianat..
s__

PD Bongkar Fakta",,
Irdhiansyah Safwan S,@idsafwansrg,2023-09-08T14:17:05.000Z,"Korek Api Elektrik Fingerprint Touch LED Sensor Sentuh Rechargeable.

#RaffiAhmaddiShopeeLIVE 
#TimnasDay
#TopBoyNetflix
#I_DO_PreRelease
Jakarta Sabtu Anies Ganjar Prabowo
 https://shope.ee/4AXaxUCyQc?share_channel_code=7…",,
Demokrat Cilacap,@CilacapDemokrat,2023-09-08T14:17:04.000Z,"Fakta !!! Anies Tidak Punya Jiwa Kepemimpinan.

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:17:02.000Z,"“Jangan2 bagi pak Anies yang penting nyapres” - MI. Sulaiman..
\b_

PD Bongkar Fakta",,
Irdhiansyah Safwan S,@idsafwansrg,2023-09-08T14:16:57.000Z,"Set Kunci Shock 46 pcs Mobil Motor Lengkap Socket Tool Kit set Pas Ring  Motor Mobil dengan potongan 83%!

#RaffiAhmaddiShopeeLIVE 
#TimnasDay
#TopBoyNetflix
#I_DO_PreRelease
Jakarta Sabtu Anies Ganjar Prabowo

https://shope.ee/i1zDHNJj?share_channel_code=7… #ShopeeID",,
Ikrar Opu,@Ikrar_opu,2023-09-08T14:16:54.000Z,"Fakta !!! Dua Kubu Menyebut Anies Berkhianat.

PD Bongkar Fakta",,
Ikrar Opu,@Ikrar_opu,2023-09-08T14:16:21.000Z,"Fakta !!! Anies Tidak Punya Jiwa Kepemimpinan.

PD Bongkar Fakta",,
Repelita Online,@RepelitaO,2023-09-08T14:16:04.000Z,Anies Disentil Menag,,
Jokondobapak,@espete812,2023-09-08T14:16:03.000Z,"Replying to 
@mbahjhojho",,
bagus,@tubaguswardana_,2023-09-08T14:15:59.000Z,"Terungkap politikus Nasdem sebut Anies Baswedan pengkhianat. Simak selengkapnya -> https://youtu.be/aV0YFRu3sVQ?si=NxMTKS2yOGvaWhXv….
egv

PD Bongkar Fakta",,
bagus,@tubaguswardana_,2023-09-08T14:15:55.000Z,"Terungkap dalam dua surat rahasia, Anies meminta AHY jadi cawapres. Simak selengkapnya -> https://youtu.be/aV0YFRu3sVQ?si=NxMTKS2yOGvaWhXv….
hpt

PD Bongkar Fakta",,
Ikrar Opu,@Ikrar_opu,2023-09-08T14:15:50.000Z,"MI. Sulaiman, eks tim 8: Jangan-jangan bagi pak Anies yang penting nyapres.

PD Bongkar Fakta",,
abdul agusti,@AbdulAgusti,2023-09-08T14:15:47.000Z,"Replying to 
@AbdulAgusti",1,1
"Ardhi Gatra Anggoro, S.E., Ak.",@Ardhi_Gatra,2023-09-08T14:15:41.000Z,"Perjuangan Anies sirna oleh perkataannya, ""Lebih baik minta maaf daripada minta izin.""

PD Bongkar Fakta",,
