username,handle,postDate,responding,retweets,likes
KawalPemilu,@KawalPemilu_org,2024-03-13T11:46:39.000Z,"Membalas 
@ainunnajib
 @YGels
  dan 3 lainnya",,4
KawalPemilu,@KawalPemilu_org,2024-03-13T11:43:37.000Z,"Membalas 
@NenkMonica",,5
KawalPemilu,@KawalPemilu_org,2024-03-13T11:41:13.000Z,"Membalas 
@adiawae",,
KawalPemilu,@KawalPemilu_org,2024-03-13T10:58:10.000Z,"Membalas 
@ircham_aji",,14
KawalPemilu,@KawalPemilu_org,2024-03-13T10:18:48.000Z,*terngakak (biasa minta bikin logo gratisan) ,3,27
KawalPemilu,@KawalPemilu_org,2024-03-13T10:11:38.000Z,"Membalas 
@KedaiKupiSareng
 @duolion163
 dan 
@Sikusihsama",3,37
KawalPemilu,@KawalPemilu_org,2024-03-13T10:08:15.000Z,"Relawan KP = priceless. Kalau mereka tidak bersedia probono (kerja tanpa dibayar), KP tidak akan pernah terjadi. Relawan KP datang dari berbagai latar belakang, sebagian profesional yg hourly rate-nya aja udah di luar nilir. Mo bayar pake apa, biaya server jebol aja kudu open…
Tampilkan lebih banyak",88,442
KawalPemilu,@KawalPemilu_org,2024-03-13T09:56:42.000Z,"Membalas 
@junaedy_amir
 @RevaldiRevv
  dan 3 lainnya",3,9
KawalPemilu,@KawalPemilu_org,2024-03-13T09:55:05.000Z,"Aamiin2 YRA. KP sangat2 apresiasi relawan Kawal di setiap gerakan Kawal. Gak banyak bacot, langsung bergerak & kerja rapi, cepat, tuntas. Terima kasih ya semua relawan KP. ",29,140
KawalPemilu,@KawalPemilu_org,2024-03-13T09:37:11.000Z,"Membalas 
@MalogaWatch",1,17
KawalPemilu,@KawalPemilu_org,2024-03-13T09:29:32.000Z,"Mindset macam apa ini. Karena open donasi trus harus nrimo dibully ama yg ga hepi ama hasilnya? Kalian ini mental nyogok? Jelas2 itu biaya utk server yg kalian semua bisa akses & gunakan utk verifikasi data, ada laporannya, jelas. Belajar baca dulu lah. MinKa ga penting, yang…
Tampilkan lebih banyak",268,1 rb
KawalPemilu,@KawalPemilu_org,2024-03-13T03:55:10.000Z,Maafkan kami  (mengikuti respon kumendan aja yang maafnya luas),8,141
KawalPemilu,@KawalPemilu_org,2024-03-12T16:50:59.000Z,"Membalas 
@Civil95i2e",,10
KawalPemilu,@KawalPemilu_org,2024-03-12T16:37:58.000Z,"Membalas 
@deus_xmchn",1,5
KawalPemilu,@KawalPemilu_org,2024-03-12T16:33:58.000Z,"Noted - kalau ternyata memang ada kecurigaan upaya2 mendiskreditkan pendukung paslon tertentu, mulai sekarang yang komen maki-maki, jorok dan gak sopan langsung kami block ya. Biar timeline bersih di bulan suci. ",48,367
KawalPemilu,@KawalPemilu_org,2024-03-12T16:28:22.000Z,"Betul sekali, kami tidak akan mampu membayar waktu 500+ orang relawan kami.",15,114
KawalPemilu,@KawalPemilu_org,2024-03-12T15:31:13.000Z,"Membalas 
@TrifanyKim96
 @azwa27
 dan 
@AbdulRachimmks",,1
KawalPemilu,@KawalPemilu_org,2024-03-12T15:30:20.000Z,"Membalas 
@Ithochan
 @Adjie073
 dan 
@aniesbaswedan",,3
KawalPemilu,@KawalPemilu_org,2024-03-12T15:28:49.000Z,"Membalas 
@satrialingkar
 @Insideme11
  dan 2 lainnya",,33
KawalPemilu,@KawalPemilu_org,2024-03-12T15:25:49.000Z,"Membalas 
@shallypristine",,4
KawalPemilu,@KawalPemilu_org,2024-03-12T15:23:09.000Z,"Timeline MinKa ngadat, mentions ga keliatan blas - tandanya sudah disuruh berhenti bales-balesin komen

Siap-siap tidur untuk bangun sahur ya teman-teman, semoga besok bisa menjalankan ibadah puasa dengan baik. Jangan lupa niatnya. 

Ramadan Kareem. ",1,45
KawalPemilu,@KawalPemilu_org,2024-03-12T15:10:34.000Z,"Membalas 
@Bang_Jemie
 dan 
@ainunnajib",,20
KawalPemilu,@KawalPemilu_org,2024-03-12T15:09:53.000Z,"Membalas 
@separuhmatang
 dan 
@ainunnajib",41,233
KawalPemilu,@KawalPemilu_org,2024-03-12T15:02:17.000Z,"Membalas 
@Bang_Jemie
 dan 
@ainunnajib",3,86
KawalPemilu,@KawalPemilu_org,2024-03-12T14:59:26.000Z,"Membalas 
@men_thank6939
 dan 
@aniesbaswedan",1,12
KawalPemilu,@KawalPemilu_org,2024-03-12T14:25:34.000Z,"Abah 
@aniesbaswedan
 pasti bangga dengan pendukungnya yang berpikir gini. Kasian kalo didukung ama yang akhlak dan otak sama2 jele.",189,852
KawalPemilu,@KawalPemilu_org,2024-03-12T14:22:28.000Z,"Membalas 
@mbahbinong
 dan 
@blank0429",,
KawalPemilu,@KawalPemilu_org,2024-03-12T14:19:54.000Z,"Membalas 
@Insideme11
 dan 
@ainunnajib",8,157
KawalPemilu,@KawalPemilu_org,2024-03-12T14:14:17.000Z,"Membalas 
@zoelsearegar
 @OktermanLkmn
  dan 4 lainnya",,
KawalPemilu,@KawalPemilu_org,2024-03-12T14:12:06.000Z,"Ampun bang, biar Dilan saja ",1,16
KawalPemilu,@KawalPemilu_org,2024-03-12T14:10:14.000Z,Semakin menarik timeline malam ini ~ ada tutoring matematika juga bagi yang butuh  ,2,31
KawalPemilu,@KawalPemilu_org,2024-03-12T13:46:04.000Z,Testimoni  > jadi relawan KP mempercepat proses 5 stages of grief (baik buat kesehatan mental),16,130
KawalPemilu,@KawalPemilu_org,2024-03-12T13:43:25.000Z,"Membalas 
@bengkeldodo
 @ONCOMBANDUNG
 dan 
@ainunnajib",,8
KawalPemilu,@KawalPemilu_org,2024-03-12T12:52:57.000Z,"Membalas 
@ONCOMBANDUNG
 dan 
@ainunnajib",11,103
KawalPemilu,@KawalPemilu_org,2024-03-12T12:51:51.000Z,"Membalas 
@ircham_aji
 @PRajagukgu38321
 dan 
@ainunnajib",,1
KawalPemilu,@KawalPemilu_org,2024-03-12T12:50:08.000Z,"Membalas 
@FFibrijanti",1,9
KawalPemilu,@KawalPemilu_org,2024-03-12T12:45:32.000Z,"Membalas 
@ONCOMBANDUNG
 dan 
@ainunnajib",24,196
KawalPemilu,@KawalPemilu_org,2024-03-12T12:44:27.000Z,"Membalas 
@PRajagukgu38321
 dan 
@ainunnajib",6,192
KawalPemilu,@KawalPemilu_org,2024-03-12T12:37:10.000Z,"Membalas 
@ircham_aji
 @PRajagukgu38321
 dan 
@ainunnajib",,1
KawalPemilu,@KawalPemilu_org,2024-03-12T12:20:36.000Z,"Membalas 
@sgie_iwakndog
 @ainunnajib
 dan 
@KPU_ID",7,180
KawalPemilu,@KawalPemilu_org,2024-03-12T12:02:35.000Z,"Membalas 
@DJ_Luvly
 dan 
@ainunnajib",,1
KawalPemilu,@KawalPemilu_org,2024-03-12T11:28:30.000Z,"Membalas 
@edrach257",,5
KawalPemilu,@KawalPemilu_org,2024-03-12T11:25:21.000Z,"Membalas 
@KawalPemilu_org",97,517
KawalPemilu,@KawalPemilu_org,2024-03-12T11:25:20.000Z,"Membalas 
@KawalPemilu_org",128,467
KawalPemilu,@KawalPemilu_org,2024-03-12T11:25:17.000Z,"Membalas 
@KawalPemilu_org",241,630
KawalPemilu,@KawalPemilu_org,2024-03-12T11:25:16.000Z,"Membalas 
@KawalPemilu_org",35,159
KawalPemilu,@KawalPemilu_org,2024-03-12T11:25:14.000Z,"Membalas 
@KawalPemilu_org",31,252
KawalPemilu,@KawalPemilu_org,2024-03-12T11:25:14.000Z,"Membalas 
@KawalPemilu_org",25,229
KawalPemilu,@KawalPemilu_org,2024-03-12T11:25:12.000Z," BUKAN DEMOKRASI PESANAN 

Sesuai dugaan, kami melihat reply2 negatif, suudzon, berasumsi gila & ga beradab kepada KP dan juga 
@ainunnajib
 >  https://kpemi.lu/x/reply sebagai reaksi atas postingan kami tentang hasil penghitungan dan verifikasi data TPS",1 rb,2 rb
KawalPemilu,@KawalPemilu_org,2024-03-12T07:20:27.000Z,"Membalas 
@KawalPemilu_org",14,53
KawalPemilu,@KawalPemilu_org,2024-03-12T07:20:26.000Z,"Membalas 
@KawalPemilu_org",11,56
KawalPemilu,@KawalPemilu_org,2024-03-12T07:20:25.000Z," KENAPA SATU PUTARAN?

Cakupan per hari ini: 135jt suara, mencakup 82.41% tps
Proyeksi suara pending sekitar 28,8jt (17,6% TPS) 

Proyeksi total suara sah = 163,8jt",175,747
KawalPemilu,@KawalPemilu_org,2024-03-11T15:27:41.000Z,"Membalas 
@AlayBerisik",,
KawalPemilu,@KawalPemilu_org,2024-03-11T04:59:19.000Z,"Membalas 
@ulil_f4",,3
KawalPemilu,@KawalPemilu_org,2024-03-11T04:26:06.000Z,"Terima kasih. KawalPemilu adalah gerakan sukarela masyarakat, bukan lembaga / organisasi. Terima kasih kepada seluruh masyarakat Indonesia, relawan unggah foto, relawan moderator verifikasi yang  meluangkan waktu kerja nyata setiap hari demi proses penghitungan data yang…
Tampilkan lebih banyak",90,505
KawalPemilu,@KawalPemilu_org,2024-03-11T01:17:04.000Z,"Membalas 
@KawalPemilu_org",45,240
KawalPemilu,@KawalPemilu_org,2024-03-11T01:17:03.000Z,"Membalas 
@KawalPemilu_org",52,173
KawalPemilu,@KawalPemilu_org,2024-03-11T01:17:02.000Z,"Membalas 
@KawalPemilu_org",640,1 rb
KawalPemilu,@KawalPemilu_org,2024-03-11T01:17:01.000Z,"Membalas 
@KawalPemilu_org",26,140
KawalPemilu,@KawalPemilu_org,2024-03-11T01:16:58.000Z,"Membalas 
@KawalPemilu_org",120,179
KawalPemilu,@KawalPemilu_org,2024-03-11T01:16:48.000Z,"Membalas 
@KawalPemilu_org",41,127
KawalPemilu,@KawalPemilu_org,2024-03-01T09:34:11.000Z,"Membalas 
@KawalPemilu_org",,15
KawalPemilu,@KawalPemilu_org,2024-03-01T09:30:19.000Z,"Membalas 
@KawalPemilu_org",3,28
KawalPemilu,@KawalPemilu_org,2024-03-01T09:28:47.000Z,"MODERATOR KawalPemilu 

Di bawah ini, lihat https://kpemi.lu/cakupan-tps-jawa… adalah grafik cakupan TPS yang dikerjakan moderator KawalPemilu di provinsi2 di pulau Jawa sejak 14 Feb sampai 29 Feb.

1/6",84,338
KawalPemilu,@KawalPemilu_org,2024-02-25T10:45:29.000Z,"Membalas 
@KawalPemilu_org",16,52
KawalPemilu,@KawalPemilu_org,2024-02-25T10:45:28.000Z,"UPDATE: CAKUPAN 100%
Kab/Kota. KEP. SERIBU, DKI JAKARTA  KP VS KPU 

Hasil hitung suara telah mencapai 100% baik di https://kawalpemilu.org/h/3101 maupun https://pemilu2024.kpu.go.id/pilpres/hitung-suara/31/3101…
Jika dibandingkan terdapat selisih penghitungan sbb:

Paslon01: KP 7,053 vs KPU 7,043 (selisih -10 suara)…
Tampilkan lebih banyak",134,434
KawalPemilu,@KawalPemilu_org,2024-02-24T14:10:37.000Z,"Membalas 
@deus_xmchn",,3
KawalPemilu,@KawalPemilu_org,2024-02-24T14:05:37.000Z,"Kamu rumahnya di mana? Duduk sampeyan
Moso nanya rumah aja pake disuruh duduk, emg di mana sih? Hih, Duduk Sampeyan! 
Ga usah deh gak jadi nanya *mlipir",3,37
KawalPemilu,@KawalPemilu_org,2024-02-24T14:01:14.000Z, Tampang (lo) tumbang anjir ,3,29
KawalPemilu,@KawalPemilu_org,2024-02-24T13:59:58.000Z,Jadi semakin merinding.. ,,7
KawalPemilu,@KawalPemilu_org,2024-02-24T13:58:59.000Z,,,4
KawalPemilu,@KawalPemilu_org,2024-02-24T13:53:55.000Z,"Ini sudah berkali2 dijawab, masih ada aja yang nanya 
Mumpung lagi bisa, MinKa jawab (lagi) deh
 = pending review (unggahan menunggu verifikasi momod2 kece) 
 = error (biasanya krn angka tdk sama) 
 = laporan publik tentang unggahan (maka momod kudu cek lagi valid ga…
Tampilkan lebih banyak",58,227
KawalPemilu,@KawalPemilu_org,2024-02-24T10:05:30.000Z,"Membalas 
@PujiNinuk
 @Pak__Ngah
 dan 
@KPU_ID",,
KawalPemilu,@KawalPemilu_org,2024-02-24T08:21:00.000Z,"Waduh, kasmaran juga kah pas KKN? ",1,17
KawalPemilu,@KawalPemilu_org,2024-02-24T08:10:47.000Z,"Membalas 
@Pak__Ngah
 dan 
@PujiNinuk",,2
KawalPemilu,@KawalPemilu_org,2024-02-24T08:00:48.000Z,Wah ada lagi yang unik nih dari Jatim ,2,18
KawalPemilu,@KawalPemilu_org,2024-02-24T04:36:07.000Z,Suhu ,,11
KawalPemilu,@KawalPemilu_org,2024-02-24T04:29:26.000Z,Hebat! momod2 aja rada jiper eh kamu malah nyamperin ke sana beneran ,1,12
KawalPemilu,@KawalPemilu_org,2024-02-24T04:21:07.000Z,Malam Jum’at Kliwon kemaren lumayan bikin deg2an momod-momod yang kebeneran kebagian verifikasi di daerah-daerah ini… ,41,239
KawalPemilu,@KawalPemilu_org,2024-02-24T04:16:53.000Z,"Persyaratan pria idaman versi KawalPemilu!  ~ salah satu keuntungan jadi relawan KP jadi bisa nemu nama2 daerah unik di seluruh pelosok nusantara, kamu juga bisa cek sendiri di website KP ",115,528
KawalPemilu,@KawalPemilu_org,2024-02-24T04:08:40.000Z,"Membalas 
@KawalPemilu_org",2,5
KawalPemilu,@KawalPemilu_org,2024-02-24T04:08:26.000Z,"Membalas 
@KawalPemilu_org",2,9
KawalPemilu,@KawalPemilu_org,2024-02-24T04:08:12.000Z,"Happy weekend semua! Minka mau share thread #playlistrelawanKP lagi ya mumpung lagi santai.. anyeong! noona, eonnie, oppa, ahjusssi, ahjumma.. ini Momod KPop lewat dulu..",14,83
KawalPemilu,@KawalPemilu_org,2024-02-18T02:31:48.000Z,"Membalas 
@ridwan_luhur
 dan 
@ainunnajib",,8
KawalPemilu,@KawalPemilu_org,2024-02-18T02:27:23.000Z,"Pro siapa Min? Cek bio deh . 
Yg dicoblos MinKa pas Pemilu menang ga? Dari data sampe saat ini sepertinya engga ya 
Pilihan MinKa ama 
@ainunnajib
 sama gak? Di KP kami gak pernah nanya pilihannya siapa. 
Yang penting kita pastikan penghitungan data benar. Tech team kami…
Tampilkan lebih banyak",59,424
KawalPemilu,@KawalPemilu_org,2024-02-18T01:44:36.000Z,"Wah yang ini belum 
@ainunnajib
  (next KawalToko onlen?) ",3,18
KawalPemilu,@KawalPemilu_org,2024-02-17T17:14:13.000Z,"Membalas 
@huftbosan
 @milliyya
  dan 3 lainnya",,1
KawalPemilu,@KawalPemilu_org,2024-02-17T15:38:54.000Z,"Membalas 
@Pak__Ngah
 dan 
@RomitsuT",7,49
KawalPemilu,@KawalPemilu_org,2024-02-17T13:45:39.000Z,"Membalas 
@mk_anam
 dan 
@GreenDay",,2
KawalPemilu,@KawalPemilu_org,2024-02-17T13:40:15.000Z,"Membalas 
@DhiRaowl",,43
KawalPemilu,@KawalPemilu_org,2024-02-17T13:37:19.000Z,"Membalas 
@dunyalaen
 @ainunnajib
 dan 
@kitabisacom",,13
KawalPemilu,@KawalPemilu_org,2024-02-17T13:29:57.000Z,"Membalas 
@siniipelukk",,22
KawalPemilu,@KawalPemilu_org,2024-02-17T13:27:28.000Z,"Membalas 
@KawalPemilu_org",12,92
KawalPemilu,@KawalPemilu_org,2024-02-17T13:27:27.000Z," Ges, kalo pengen kerja momod tambah cepet, plis jgn bully tombol  (lapor), ini beberapa kasus: 

DPT = daftar pemilih tetap di TPS tsb. Bukan total suara 3 paslon! jd kalo total suara paslon kurang / ga sama ama DPT gpp! (Krn mgkn ga semua org nyoblos) Yg penting gak…
Tampilkan lebih banyak",88,385
KawalPemilu,@KawalPemilu_org,2024-02-17T12:32:30.000Z,"Banyak yang nanya gimana caranya jadi moderator KP? Gak sulit kok, syaratnya kredibel & komit verifikasi tiap hari. Sebagian besar momod kami alumni KP di 2014/19, namun thn ini kami kolaborasi dgn bbrp org & komunitas, a.l Gusdurian, FIM, CISDI, Goodkind, Pengajar Muda,…
Tampilkan lebih banyak",103,657
KawalPemilu,@KawalPemilu_org,2024-02-17T12:17:00.000Z,"Membalas 
@ainunnajib
 dan 
@kitabisacom",20,235
KawalPemilu,@KawalPemilu_org,2024-02-17T11:27:50.000Z,"Membalas 
@Daisykupukupu",,
KawalPemilu,@KawalPemilu_org,2024-02-17T11:26:44.000Z,"Membalas 
@mk_anam
 dan 
@GreenDay",,1
KawalPemilu,@KawalPemilu_org,2024-02-17T10:15:00.000Z, kakak momod dapet bonus abang ,5,89
KawalPemilu,@KawalPemilu_org,2024-02-17T06:39:13.000Z,Tengkyu om Sam. T. ,1,30
KawalPemilu,@KawalPemilu_org,2024-02-17T06:35:31.000Z,"Membalas 
@sep87474865
 dan 
@farizrmofficial",,3
KawalPemilu,@KawalPemilu_org,2024-02-17T06:34:38.000Z,"Membalas 
@JanAdiputra
 dan 
@farizrmofficial",1,1
KawalPemilu,@KawalPemilu_org,2024-02-17T05:40:49.000Z,"Selamat siang, sudah makan siang? Kali ini kiriman relawan moderator millenial tapi berjiwa kolonial  - selamat siang om 
@farizrmofficial
  #playlistrelawanKP",191,413
KawalPemilu,@KawalPemilu_org,2024-02-17T04:10:14.000Z,Cakep ,21,140
KawalPemilu,@KawalPemilu_org,2024-02-17T03:27:33.000Z,"Nah berikutnya, relawan moderator verifikasi merangkap tim MinKa, playlist mungkin sedikit lebih keras dari relawan sebelumnya, karena terlalu sering baca komen di luar nilir.  hello om Billie  
@GreenDay
  #playlistrelawanKP",189,391
KawalPemilu,@KawalPemilu_org,2024-02-17T03:20:03.000Z,"Selamat pagi, sudah ngopi? . 
Relawan moderator verifikasi KP masih giat bekerja menurunkan backlog. Ini jerit hati moderator ketika baca komentar julid netizen: 
.. caci maki saja dirikuuu 
@sheilaon7
 (pagi mas Duta *eh) #playlistrelawanKP",225,1 rb
KawalPemilu,@KawalPemilu_org,2024-02-16T01:57:35.000Z,"Salah satu contoh yg moderator KP hadapi tiap hari, jadi harus dibenerin satu2. Netizen harap bersabar dgn relawan, semua kerja sukarela tidak ada bayaran, di KP juga ga ada hirarki jadi ga bisa main “pecut2” krn ga ada “boss”nya tapi Insya Allah relawan komit dlm bekerja .",65,302
KawalPemilu,@KawalPemilu_org,2024-02-16T01:27:11.000Z,"Membalas 
@ibamarief
 dan 
@ainunnajib",7,10
KawalPemilu,@KawalPemilu_org,2024-02-16T01:18:16.000Z," UPDATE 
1) Saat ini login dan unggah kami batasi namun user yang sudah bergabung sebelum pembatasan masih bisa terus unggah foto
2) Pembatasan untuk bantu penghematan biaya server juga bantu kerja moderator, karena: 
3) Banyak foto duplikat dan unggahan salah lokasi…
Tampilkan lebih banyak",222,821
KawalPemilu,@KawalPemilu_org,2024-02-15T22:36:09.000Z,"KawalPemilu > gerakan relawan masif urun daya. 
Bukan organisasi, tidak ada struktur/hirarki, tidak punya kantor, bukan punya 1 orang. 
Ini gerakan yg dikerjakan ratusan relawan pro data dgn beragam latar belakang & pilihan politik, menggunakan platform yg bisa diakses &…
Tampilkan lebih banyak",319,1 rb
KawalPemilu,@KawalPemilu_org,2024-02-15T22:12:10.000Z,"Iya agar kerja momod lebih efektif sebaiknya foto yg diunggah itu: 
 Jelas terlihat tulisan alamat, no TPS & tidak terpotong (turus, angka, total jelas) > C.Hasil plano hal.2 plg diharapkan, tapi kl cm dpt salinannya msh ok. 
 Tepat mengunggah lokasi TPSnya 
 Tanpa tanda…
Tampilkan lebih banyak",63,153
